NID	CHN	ETCM	TCMID	SYM	TCMSP	PINYIN	LATIN	TYPE	FAMILY_CHN	FAMILY_ENG	Specifications	Property_CHN	Property_Eng	Flavor_CHN	Flavor_ENG	Meridian_Tropism_CHN	Meridian_Tropism_ENG	Indication_CHN	Indication_ENG	English_Name	Class_Chinese	UsePart	Syndromes	itcm
88	豨莶草	yc_335		SMHB00424	424	XI XIAN CAO	Siegesbeckia orientalis L.;Siegesbeckia pubescens Makino;Siegesbeckia glabrescens Makino	Plant medicine	菊科	Compositae		寒	Cold	辛,苦	pungent,bitter	肝,肾	Liver, kidney	祛风湿,利关节,解毒	Eliminate rheumatism, improve joints, detoxify					itcm_h_88
89	猕猴桃枝叶		TCMID_H_2265			MI HOU TAO ZHI YE		Plant medicine																itcm_h_89
90	止泻木子		TCMID_H_2022			SEMEN HOLARRHENAE	semen holarrhenae	Plant medicine																itcm_h_90
91	碧玉散		TCMID_H_7780			BI YU SAN	Green Jade Powder	Plant medicine																itcm_h_91
92	大驳骨		TCMID_H_3738			DA BO GU	Adhatoda vasica	Plant medicine	爵床科	Acanthaceae		温	Warm	辛	Pungent	脾	Spleen	活血止痛，关节筋骨，止血。	To quicken blood and relieve pain, joint sinews and bones, stanch bleeding.			branchlet-leaf 	Sinew and bone wound, sprain, blood stasis swelling and pain, wind-damp impediment pain, lumbago, profuse menstruation, flooding and spotting.	itcm_h_92
93	甜瓜茎		TCMID_H_1856			TIAN GUA JING		Plant medicine																itcm_h_93
94	甘青青兰		TCMID_H_2124			GAN QING QING LAN	Herba Dracocephali tangutici	Plant medicine	唇形科	Lamiaceae		寒	Cold	甘,苦	Sweet,Bitter	胃，肝	Stomach,Liver							itcm_h_94
95	天然碱		TCMID_H_6542			TIAN RAN JIAN	Trona	Mineral medicine				平	Neutral	甘,苦,咸	Sweet,Bitter,Salty									itcm_h_95
96	制玄胡		TCMID_H_1018			ZHI XUAN HU	Rhizoma Corydalis Preparata	Plant medicine				温	Warm	辛,微苦	Pungent,Slightly Bitter	心、脾、肝、肺	heart,spleen,liver,lung	用于气滞血瘀引起头痛、胸痛、胁痛、上腹痛、腹痛、背痛、关节痛、痛经或外伤。近年来，alos主要用于心绞痛、消化性溃疡和神经痛。	For stagnation of vital energy or blood stasis resulting in headache, chest pain, hypochondriac pain, epigastric pain, abdominal pain, backache, arthralgia, dysmenorrhea or trauma. Recently, alos used for angina pectoris, peptic ulcer and neuralgia.				1. Its components d-corydaline and d1-tetrahydropalmatine are analgesics.2. Decreasing the secretion of gastric juice and the amount of pepsin.	itcm_h_96
97	虎尾兰		TCMID_H_3523			HU WEI LAN	Sansevieria trifasciata	Plant medicine	天门冬科	Asparagaceae								清热解毒，活血消肿。	To clear heat and resolve toxin, quicken blood and disperse swelling.			leaf	Common cold, lung heat cough, toxin swelling of sores, knocks and falls, poisonous snake bite, scalds.	itcm_h_97
98	银杏果		TCMID_H_5068			YING XING GUO		Plant medicine																itcm_h_98
99	石吊兰	yc_294				SHI DIAO LAN	Lysionotus pauciflorus Maxim.	Plant medicine	苦苣苔科	Gesneriaceae		温	Warm	苦	bitter	肺	lung	化痰,止咳,软坚,散结	Resolve phlegm, relieve cough, soften firmness, dispel lumps					itcm_h_99
100	华东蓝刺头		TCMID_H_7690			HUA DONG LAN CI TOU	Echinops grijsii	Plant medicine	菊科	Asteraceae								详见 Rhaponticum uniflorum .	See  Rhaponticum uniflorum .			root	See  Rhaponticum uniflorum .	itcm_h_100
101	硼砂		TCMID_H_3192			PENG SHA	Sal Sedatirum	Mineral medicine				凉	Cool	甘,咸	Sweet,Salty	肺，胃	Lung,Stomach	治疗口疮、鹅口疮、疥疮、耳脓疮、牙髓炎、脓疱病和宫颈糜烂，与冰片、朱砂和硫酸钠一起使用，用于结膜炎和星云，用作洗眼剂，用于真菌性阴道炎，与冰片混合作为糊剂外用。治疗肺热型咳嗽、虚火型咳嗽、百日咳等。	Treatment of aphthae, thrush, sorethroat, otopyorrhea, pulpitis, pustolosis, and cervical erosion, used together with Borneolum Syntheticum, Cinnabaris and natrii Sulfas Exsiccatus, for conjunctivitis and nebula, used as eyewash, for mycotic vaginitis, mixed with Borneoum Syntheticum as paste for topical application.  Treatment of cough of lung-heat type and of deficiency-fire type, whooping cough, etc.				It is a weak bacteriostatic, and is non-irritative.	itcm_h_101
102	神曲		TCMID_H_4029			SHEN QU	Massa fermentata medicinalis	Plant medicine				温	Warm	辛,甘	Pungent,Sweet	脾，胃	Spleen,Stomach	食欲不振的治疗表现为上腹部胀满、无食欲、咯咯声和腹泻。药酵（神曲）与山楂（山楂）和发芽大麦（麦芽）一起使用。	Treatment of retention of food manifested as epigastric and abdominal distension and fullness, no appetite, gurgling sound and diarrhea. Medicated leaven (Shenqu) is used with Hawthorn fruit (Shanzha) and Germinated barley (Maiya).					itcm_h_102
103	玉蜀黍		TCMID_H_3197			YU SHU SHU	Zea mays	Plant medicine	禾本科	Poaceae								调节中枢，增进食欲，润肺安心，排尿。	To regulate center and increase appetite, boost lung and quiet heart, disinhibit urine.			seed	Inappetence, inhibited urination, edema, urethral stone.	itcm_h_103
104	稻芽		TCMID_H_7580			DAO YA	Fructus Oryzae Germinatus	animal medicine(including insect)				温	Warm	甘	Sweet	脾，胃	Spleen,Stomach	食欲不振，腹胀口臭，脾胃虚弱，食欲不振。发芽米（炒）：厌食症发芽稻（烧焦）：保留未消化的食物。	Treatment of retention of undigested food with abdominal distension and foul breath, weakness of the spleen and the stomach with anorexia.  Fructus Oryzae Germinatus (stir-fried):Anorexia.Fructus Oryzae Germinatus (charred): Retention of undigested food.					itcm_h_104
105	黑老虎			SMHB00165	165	Hei Lao Hu		Plant medicine	五味子科	Schisandraceae										Kadsurae Coccineae Radix Et Caulis	理气药			itcm_h_105
106	白扁豆	yc_8	TCMID_H_2519	SMHB00009	9	BAI BIAN DOU	Dolichos Lablab L.	Plant medicine	豆科	Leguminosae	以粒大、饱满、色白者为佳	温	Warm	甘	sweet	脾,胃	Spleen, stomach	健脾,化湿,和中,消暑	To invigorate the spleen, reduce dampness, harmonize, and relieve heat					itcm_h_106
107	煅龙齿		TCMID_H_2932			DUAN LONG CHI	Dens Draconis Preparata	animal medicine(including insect)				凉	Cool			大肠、肝、心、肾	Large Intestine,Liver,Heart,Kidney							itcm_h_107
108	挂金灯		TCMID_H_4960			GUA JIN DENG	Physalis alkekengi var. franchetii	Plant medicine	茄科	Solanaceae								清热解毒，解尿。	To clear heat and resolve toxin, disinhibit urine.			whole herb	Heat cough, throat pain, jaundice, dysentery, edema, clove sore, erysipelas.	itcm_h_108
109	生姜汁		TCMID_H_2243			SHENG JIANG ZHI		Plant medicine																itcm_h_109
110	煅白矾		TCMID_H_6925			DUAN BAI FAN	Alumen Preparata	Mineral medicine				寒	Cold	酸	Sour	肺、脾、大肠、肝	Lung,Spleen,Large Intestine,Liver	外用治疗湿疹、疥疮、化脓性中耳炎，内服治疗慢性腹泻、便血、子宫异常出血、癫痫等白矾（煅烧）-湿疹、溃疡分泌物、化脓性中耳炎分泌物、白带过多、阴部瘙痒、鼻或牙龈出血、鼻息肉。	External use for eczema, scabies, otits media with purulent discaharge, internal use for chronic diarrhea, hematochezia, abnormal uterine bleeding, epilepsy and mania.ALUMEN (CALCINED) - Eczema, discharge from ulcers otitis media with purulent discharge, excessive leukorrhea with pudendal itching, bleeding from the nose or gums, nasal polyp.				1. To astringe the intestine and relieve diarrhea (for prolonged diarrhea, used with Fructus Chebulae together). 2. To astringe and stop bleeding, hemoptysis and bleeding from the gum (both internal and external use). 3. To reduce exudation, relieve itching, clear toxic material and kill parasite: For burn, mixed with Borneolum Syntheticum and water for topical use; for skin infection, mixed with Realgar and tea for local application; for scabies and tinea, used together with Sulfur and Borneolum Syntheticum; for aphthae and suppurative ostitis media, used together with Borneolum Syntheticum and Borax, for eczema, 1% Alumen solution used as local compress. 4. To expel wind and eliminate phlegm: For apoplexy and epilepsy, used with Radix Curcumae together. In addation, also used hyperlipemia. Topical injection for mixture of 3-10% Alumen solution and 2% novocain may be used for prolapse of rectum, prolapse of uterus and hemorrhoids.	itcm_h_110
111	炙全蝎		TCMID_H_6907			ZHI QUAN XIE	Scorpio Preparata	animal medicine(including insect)				平	Neutral	辛	Pungent	肝	Liver	治疗小儿惊厥、抽搐、痉挛、中风偏瘫、破伤风、慢性关节炎、头痛或偏头痛、疮、淋巴结肿痛。	Treatment of infantile convulsion, twitching, spasm, apoplectic hemiplegia, tetanus, chronic arthritis, headache or migraine, sores, scrofula.				1. Anti-convulsive and sedative.2. Exerting significant and prolong hypotensive effect.3. Buthotoxin can induce respiratory paralysis, salivation and convulsion.	itcm_h_111
112	罂粟		TCMID_H_1389			YING SU	Papaver somniferum	Plant medicine	罂粟科	Papaveraceae								健脾助消化，清热利尿。	To fortify spleen and promote digestion, clear heat and disinhibit urine.			seed	Stomach reflux, abdominal pain, diarrhea, prolapse of rectum.	itcm_h_112
113	荷花		TCMID_H_5146			HE HUA		Plant medicine	莲科	Nelumbonaceae														itcm_h_113
114	铜绿		TCMID_H_2432			TONG LV	Aerugo	Mineral medicine				平	Neutral	酸,	Sour,	肝、胆	Liver,Gallbladder							itcm_h_114
115	建曲		TCMID_H_7801			JIAN QU		Plant medicine				温	Warm	辛,甘	Pungent,Sweet	脾，胃	Spleen,Stomach							itcm_h_115
116	莱菔叶		TCMID_H_3909			LAI FU YE		Plant medicine																itcm_h_116
117	骨碎补	yc_116	TCMID_H_4192	SMHB00145	145	GU SUI BU	Drynaria fortunei(Kunze)J.Sm.	Plant medicine	槲蕨科	Drynariaceae		温	Warm	苦	bitter	肝,肾	Liver, kidney	疗伤,止痛,补肾,强骨,消风,祛斑	Heal, relieve pain, nourish the kidney, strengthen bones, reduce wind, and remove freckles					itcm_h_117
118	白屈菜	yc_15	TCMID_H_2785	SMHB00020	20	BAI QU CAI	Chelidonium majus L.	Plant medicine	罂粟科	Papaveraceae	本品按干燥品计算，含丹皮酚（C^9H^10O^3）不得少于1.20％。水分不得过13.0％。总灰分不得过5.0％	凉	Cool	苦	bitter	肺,胃	Lung, stomach	镇痛,止咳,利尿,解毒						itcm_h_118
119	丁香	yc_86	TCMID_H_5374	SMHB00107	107	DING XIANG	Eugenia caryophyllataThunb.	Plant medicine	桃金娘科	Myrtaceae		温	Warm	辛	pungent	脾,胃,肺,肾	Spleen, stomach, lung, kidney	温中,降逆,补肾,助阳	Warm middle, reduce adverse effects, invigorate kidney, help yang					itcm_h_119
120	黄菠萝果		TCMID_H_2927			HUANG BO LUO GUO		Plant medicine																itcm_h_120
121	叉歧繁缕		TCMID_H_3200			CHA QI FAN LU		Plant medicine	石竹科	Caryophyllaceae														itcm_h_121
122	川贝母	yc_54	TCMID_H_6371	SMHB00070	70	CHUAN BEI MU	Fritillaria cirrhosa D.Don;Fritillaria unibracteata Hsiao et K. C. Hsia.;Fritillaria przewalskii Maxim, Fritillaria delavayi Franch.;Fritillaria taipaiensis P.Y.Li;Fritillaria unibracteata Hsiao et K. C. Hsia var.wabuensis(S. Y. Tang et S. C. Yue)Z. D. LiU,S. Wanget S.C.Chen	Plant medicine	百合科	Liliaceae		凉	Cool	苦,甘	bitter,sweet	肺	lung	清热,润肺,散结,消痈,止嗽,化痰	Clear heat, moisturize the lungs, dispel lumps, eliminate carbuncle, relieve cough, resolve phlegm					itcm_h_122
123	喜树		TCMID_H_6479			XI SHU	Camptotheca acuminata	Plant medicine	蓝果树科	Nyssaceae								清热解毒，散结散结，抗癌。	To clear heat and resolve toxin, dissipate binds and disperse concretion, anticancer.			fruit or root	Acute leukemia, chronic leukemia, psoriasis, swollen liver and spleen due to bilharziosis, carcinoma of esophagus, carcinoma of cardia, carcinoma of intestine, carcinoma of liver, carcinoma of stomach, swelling of sores.	itcm_h_123
124	蓖麻子	yc_35	TCMID_H_5699	SMHB00044	44	BI MA ZI	Ricinus communis L.	Plant medicine	大戟科	Euphorbiaceae		平	Neutral	甘,辛	sweet,pungent	大肠,肺	Large intestine, lung	泻下,通滞,消肿,拔毒						itcm_h_124
125	吴茱萸	yc_330	TCMID_H_7935	SMHB00418	418	WU ZHU YU	Euodia rutaecarpa (Juss.) Benth;Euodia rutaecarpa (Juss.) Benth var. officinalis (Dode) Huang;Euodia rutaecarpa (Juss.) Benth. var. bodinieri  (Dode) Huang	Plant medicine	芸香科	Rutaceae		热	Hot	辛,苦	pungent,bitter	肝,脾,胃,肾	Liver, spleen, stomach, kidney	散寒,止痛,降逆,止呕,助阳,止泻	Dispelling cold, relieving pain, reducing Ni, relieving vomiting, helping Yang, relieving diarrhea					itcm_h_125
126	苏子		TCMID_H_3604			SU ZI	Fructus Perillae	Plant medicine				温	Warm	辛	Pungent	肺，大肠	Lung,Large Intestine	治疗方法：1。痰液过多引起的肺气上亢，表现为咳嗽痰白多，或气喘胸闷。紫苏子与白芥子、萝卜子配伍制成三子养清汤。2由于肠道干燥引起的便秘。紫苏籽与大麻籽、瓜蒌仁、杏仁配合使用。	Treatment of: 1. Upward perversion of lung qi caused by excessive phlegm fluid manifested as cough with white profuse sputum, or asthma and fullness and stifling sensation in the chest and hypochondriac region. Perilla seed (Suzi) is used with White mustard seed (Baijiezi) and Radish seed (Laifuzi) in the formula Sanzi Yangqing Tang. 2. Constipation due to dryness in the intestines. Perilla seed (Suzi) is used with Hemp seed (Huomaren), Trichosanthes seed (Gualouren) and Apricot seed (Xingren).					itcm_h_126
127	对叶豆		TCMID_H_3350			DUI YE DOU		Plant medicine																itcm_h_127
128	白饭树		TCMID_H_4185			BAI FAN SHU		Plant medicine	叶下珠科	Phyllanthaceae														itcm_h_128
129	草果	yc_43	TCMID_H_1651	SMHB00054	54	CAO GUO	Amomum tsao-ko Crevost et Lemaire	Plant medicine	姜科	Zingiberaceae	以足干，成个饱满，外皮红棕色或灰棕色，味辛辣，无白色嫩果，无破烂，无烘焦，无霉变为优	温	Warm	辛	pungent	脾,胃	Spleen, stomach	燥湿,除寒,祛痰,截疟						itcm_h_129
130	水苦荬		TCMID_H_7143			SHUI KU MAI		Plant medicine	车前科	Plantaginaceae														itcm_h_130
131	母鸡		TCMID_H_3437			MU JI	Gallus domesticus	animal medicine(including insect)				温	Warm	甘	Sweet	脾，胃	Spleen,Stomach							itcm_h_131
132	车前		TCMID_H_4816			CHE QIAN	Plantago asiatica	Plant medicine	车前科	Plantaginaceae								清热解毒，凉血解毒。	To clear heat and disinhibit urine, cool blood, resolve toxin.			whole herb	Heat bind in bladder, inhibited urination [=dysuria], strangury-turbidity and vaginal discharge, summerheat-damp diarrhea, bloody urine (hematuria), spontaneous external bleeding, swelling toxin of welling abscess and sore.	itcm_h_132
133	苦豆草		TCMID_H_7243			KU DOU CAO		Plant medicine																itcm_h_133
134	西葫芦		TCMID_H_6003			XI HU LU	Cucurbita pepo	Plant medicine	葫芦科	Cucurbitaceae														itcm_h_134
135	丁香枝		TCMID_H_7795			DING XIANG ZHI		Plant medicine																itcm_h_135
136	日本马桑叶		TCMID_H_4739			RI BEN MA SANG YE		Plant medicine																itcm_h_136
137	制苍术		TCMID_H_2967			ZHI CANG ZHU	Rhizoma Atractylodis Praeparata	Plant medicine				温	Warm	辛,苦	Pungent,Bitter	脾，胃	Spleen,Stomach	治疗上腹胀、腹胀、水肿，尤其是腿部水肿伴跛行、风湿关节痛、感冒、夜盲症。	Treatment of epigastric distension and diasrrhea, edema, particularly edema of the legs with lameness, rheumatic arthralgia, common cold, night blindess.					itcm_h_137
138	白槿花		TCMID_H_1153			BAI JIN HUA	Flos Hibisci	Plant medicine				凉	Cool	甘,微苦	Sweet,Slightly Bitter	肺、脾、肝	Lung,Spleen,Liver							itcm_h_138
139	香草香精		TCMID_H_2157			XIANG CAO XIANG JING	Oleum Vanillae	Plant medicine																itcm_h_139
140	卷柏	yc_178	TCMID_H_1346	SMHB00223	223	JUAN BAI	Selaginella tamariscina(Beauv.) Spring;Selagine pulvinata(Hook.et Grev.)Maxim.	Plant medicine	卷柏科	Selaginellaceae		平	Neutral	辛	pungent	肝,心	Liver, heart	活血,通经	Invigorate blood, clear menstruation					itcm_h_140
141	苍耳		TCMID_H_4142			CANG ER	Xanthium sibiricum [Syn. Xanthium strumarium ]	Plant medicine	菊科	Asteraceae								祛风、散热、祛湿、解毒。	To dispel wind, dissipate heat, eliminate damp, resolve toxin.			stem-leaf	Allergic rhinitis, nervous headache, rheumatic arthritis, pain in limbs, sciatica, eczema, itchy skin, chronic sinus infections, otitis media, parotitis, common cold, head wind, dizziness, deep-source nasal congestion, red eyes, eye screen, wind-damp impediment pain, hypertonicity and numbness, wind  lai, clove sore, scab and lichen, itchy skin, hemorrhoids, dysentery.	itcm_h_141
142	娑罗子	yc_306	TCMID_H_2895	SMHB00387	387	SUO LUO ZI	Aesculus chinensis Bge.;Aesculus chinensis Bge. var. chekiangensis (Hu et Fang) Fang;Aesculus wilsonii Rehd.	Plant medicine	七叶树科	Hippocastanaceae		温	Warm	甘	sweet	肝,胃	Liver, stomach	疏肝,理气,和胃,止痛	Soothing liver, regulating qi, and stomach, relieving pain					itcm_h_142
143	金果榄	yc_164	TCMID_H_4665			JIN GUO LAN	Tinospora sagittata(Oliv. ) Gagnep.;Tinospora capillipes Gagnep.	Plant medicine	防己科	Menispermaceae		寒	Cold	苦	bitter	肺,大肠	Lung, large intestine	清热,解毒,利咽,止痛	Clear heat, detoxify, relieve throat, relieve pain					itcm_h_143
144	薄荷	yc_29	TCMID_H_5534	SMHB00037	37	BO HE	Mentha haplocalyx Briq.	Plant medicine	唇形科	Lamiaceae	以干燥、条匀、叶密、香气浓郁、无根、无杂质者为佳	凉	Cool	辛	pungent	肺,肝	Lung, liver	疏风,散热,清利头目,利咽,透疹,辟秽,解毒,疏肝,行气	Soothing wind, heat dissipation, clearing the boss, relieving pharynx, clearing rash, removing dirt, detoxification, soothing liver, promoting qi					itcm_h_144
